a	a 1
thùm	tʰ u m 2
thủm	tʰ u m 4
thun	tʰ u n 1
thùn	tʰ u n 2
thung	tʰ u ŋ͡m 1
thúng	tʰ u ŋ͡m 5
thùng	tʰ u ŋ͡m 2
thũng	tʰ u ŋ͡m 3
thủng	tʰ u ŋ͡m 4
thụng	tʰ u ŋ͡m 6
thưng	tʰ ɯ ŋ 1
thừng	tʰ ɯ ŋ 2
thững	tʰ ɯ ŋ 3
thửng	tʰ ɯ ŋ 4
thuở	tʰ uə 4
thuốc	tʰ uə k 5
thuộc	tʰ uə k 6
thước	tʰ ɯə k 5
thược	tʰ ɯə k 6
thuồi	tʰ uə j 2
thuội	tʰ uə j 6
thười	tʰ ɯə j 2
thưỡi	tʰ ɯə j 3
thuộm	tʰ uə m 6
thuôn	tʰ uə n 1
thuốn	tʰ uə n 5
thuồn	tʰ uə n 2
thuỗn	tʰ uə n 3
thườn	tʰ ɯə n 2
thưỡn	tʰ ɯə n 3
thuông	tʰ uə ŋ 1
thuồng	tʰ uə ŋ 2
thuổng	tʰ uə ŋ 4
thương	tʰ ɯə ŋ 1
thướng	tʰ ɯə ŋ 5
thường	tʰ ɯə ŋ 2
thưởng	tʰ ɯə ŋ 4
thượng	tʰ ɯə ŋ 6
thuột	tʰ uə t 6
thướt	tʰ ɯə t 5
thượt	tʰ ɯə t 6
thúp	tʰ u p 5
thụp	tʰ u p 6
thút	tʰ u t 5
thụt	tʰ u t 6
thúy	tʰ u j 5
thùy	tʰ u j 2
thủy	tʰ u j 4
thụy	tʰ u j 6
thuyên	tʰw ʷiə n 1
thuyền	tʰw ʷiə n 2
thuyển	tʰw ʷiə n 4
thuyết	tʰw ʷiə t 5
thuýt	tʰw ʷi t 5
thy	tʰ i 1
ti	t i 1
tí	t i 5
tì	t i 2
tĩ	t i 3
tỉ	t i 4
tị	t i 6
tia	t iə 1
tía	t iə 5
tỉa	t iə 4
tíc	t i k 5
tích	t i tʃ 5
tịch	t i tʃ 6
tiếc	t iə k 5
tiệc	t iə k 6
tiêm	t iə m 1
tiếm	t iə m 5
tiềm	t iə m 2
tiệm	t iə m 6
tiên	t iə n 1
tiến	t iə n 5
tiền	t iə n 2
tiễn	t iə n 3
tiển	t iə n 4
tiện	t iə n 6
tiêng	t iə ŋ 1
tiếng	t iə ŋ 5
tiểng	t iə ŋ 4
tiếp	t iə p 5
tiệp	t iə p 6
tiết	t iə t 5
tiệt	t iə t 6
tiêu	t iə w 1
tiếu	t iə w 5
tiều	t iə w 2
tiễu	t iə w 3
tiểu	t iə w 4
tim	t i m 1
tím	t i m 5
tìm	t i m 2
tỉm	t i m 4
tin	t i n 1
tín	t i n 5
tĩn	t i n 3
tinh	t i ɲ 1
tính	t i ɲ 5
tình	t i ɲ 2
tĩnh	t i ɲ 3
tỉnh	t i ɲ 4
tịnh	t i ɲ 6
típ	t i p 5
tít	t i t 5
tịt	t i t 6
tiu	t i w 1
tíu	t i w 5
tĩu	t i w 3
tịu	t i w 6
to	t ɔ 1
tó	t ɔ 5
tò	t ɔ 2
tô	t o 1
tố	t o 5
tồ	t o 2
tổ	t o 4
tộ	t o 6
tỏ	t ɔ 4
tọ	t ɔ 6
tơ	t ɤ 1
tớ	t ɤ 5
tờ	t ɤ 2
tở	t ɤ 4
tợ	t ɤ 6
toa	tw ʷa 1
tòa	tw ʷa 2
tỏa	tw ʷa 4
tọa	tw ʷa 6
toác	tw ʷa k 5
toạc	tw ʷa k 6
toái	tw a j 5
toài	tw a j 2
toại	tw a j 6
toan	tw ʷa n 1
toán	tw ʷa n 5
toàn	tw ʷa n 2
toản	tw ʷa n 4
toang	tw ʷa ŋ 1
toáng	tw ʷa ŋ 5
toàng	tw ʷa ŋ 2
toanh	tw ʷa ɲ 1
toát	tw ʷa t 5
toáy	tw ă j 5
tóc	t ɔ k͡p 5
tốc	t o k͡p 5
tộc	t o k͡p 6
tọc	t ɔ k͡p 6
toe	tw ʷɛ 1
tóe	tw ʷɛ 5
tòe	tw ʷɛ 2
tõe	tw ʷɛ 3
tỏe	tw ʷɛ 4
toè	tw ʷɛ 2
toen	tw ʷɛ n 1
toèn	tw ʷɛ n 2
toét	tw ʷɛ t 5
toẹt	tw ʷɛ t 6
toi	t ɔ j 1
tói	t ɔ j 5
tòi	t ɔ j 2
tôi	t o j 1
tối	t o j 5
tồi	t o j 2
tội	t o j 6
tỏi	t ɔ j 4
tơi	t ɤ j 1
tới	t ɤ j 5
tời	t ɤ j 2
tom	t ɔ m 1
tóm	t ɔ m 5
tòm	t ɔ m 2
tôm	t o m 1
tồm	t o m 2
tõm	t ɔ m 3
tỏm	t ɔ m 4
tởm	t ɤ m 4
ton	t ɔ n 1
tòn	t ɔ n 2
tôn	t o n 1
tốn	t o n 5
tồn	t o n 2
tổn	t o n 4
tơn	t ɤ n 1
tớn	t ɤ n 5
tởn	t ɤ n 4
tợn	t ɤ n 6
tong	t ɔ ŋ͡m 1
tòng	t ɔ ŋ͡m 2
tông	t o ŋ͡m 1
tống	t o ŋ͡m 5
tồng	t o ŋ͡m 2
tổng	t o ŋ͡m 4
tỏng	t ɔ ŋ͡m 4
tọng	t ɔ ŋ͡m 6
top	t ɔ p 1
tóp	t ɔ p 5
tốp	t o p 5
tộp	t o p 6
tọp	t ɔ p 6
tớp	t ɤ p 5
tợp	t ɤ p 6
tót	t ɔ t 5
tốt	t o t 5
tột	t o t 6
tọt	t ɔ t 6
tớt	t ɤ t 5
tra	ʈ a 1
trá	ʈ a 5
trà	ʈ a 2
trã	ʈ a 3
trả	ʈ a 4
trác	ʈ a k 5
trắc	ʈ ă k 5
trặc	ʈ ă k 6
trạc	ʈ a k 6
trách	ʈ a tʃ 5
trạch	ʈ a tʃ 6
trai	ʈ a j 1
trái	ʈ a j 5
trài	ʈ a j 2
trãi	ʈ a j 3
trải	ʈ a j 4
trại	ʈ a j 6
trám	ʈ a m 5
tràm	ʈ a m 2
trăm	ʈ ă m 1
trắm	ʈ ă m 5
trằm	ʈ ă m 2
trâm	ʈ ɤ̆ m 1
trầm	ʈ ɤ̆ m 2
trẫm	ʈ ɤ̆ m 3
trẩm	ʈ ɤ̆ m 4
trậm	ʈ ɤ̆ m 6
trảm	ʈ a m 4
trạm	ʈ a m 6
tran	ʈ a n 1
trán	ʈ a n 5
tràn	ʈ a n 2
trăn	ʈ ă n 1
trằn	ʈ ă n 2
trặn	ʈ ă n 6
trân	ʈ ɤ̆ n 1
trấn	ʈ ɤ̆ n 5
trần	ʈ ɤ̆ n 2
trẩn	ʈ ɤ̆ n 4
trận	ʈ ɤ̆ n 6
trản	ʈ a n 4
trạn	ʈ a n 6
trang	ʈ a ŋ 1
tráng	ʈ a ŋ 5
tràng	ʈ a ŋ 2
trăng	ʈ ă ŋ 1
trắng	ʈ ă ŋ 5
trẳng	ʈ ă ŋ 4
trâng	ʈ ɤ̆ ŋ 1
trảng	ʈ a ŋ 4
trạng	ʈ a ŋ 6
tranh	ʈ ɛ ɲ 1
tránh	ʈ ɛ ɲ 5
trành	ʈ ɛ ɲ 2
trảnh	ʈ ɛ ɲ 4
trạnh	ʈ ɛ ɲ 6
trao	ʈ a w 1
tráo	ʈ a w 5
trào	ʈ a w 2
trảo	ʈ a w 4
trạo	ʈ a w 6
tráp	ʈ a p 5
trấp	ʈ ɤ̆ p 5
trập	ʈ ɤ̆ p 6
trát	ʈ a t 5
trắt	ʈ ă t 5
trặt	ʈ ă t 6
trất	ʈ ɤ̆ t 5
trật	ʈ ɤ̆ t 6
trạt	ʈ a t 6
trau	ʈ ă w 1
tràu	ʈ ă w 2
trâu	ʈ ɤ̆ w 1
trấu	ʈ ɤ̆ w 5
trầu	ʈ ɤ̆ w 2
trẩu	ʈ ɤ̆ w 4
trảu	ʈ ă w 4
tray	ʈ ă j 1
trày	ʈ ă j 2
trây	ʈ ɤ̆ j 1
trầy	ʈ ɤ̆ j 2
trẩy	ʈ ɤ̆ j 4
trảy	ʈ ă j 4
trạy	ʈ ă j 6
tre	ʈ ɛ 1
tré	ʈ ɛ 5
trè	ʈ ɛ 2
trê	ʈ e 1
trề	ʈ e 2
trễ	ʈ e 3
trể	ʈ e 4
trệ	ʈ e 6
trẽ	ʈ ɛ 3
trẻ	ʈ ɛ 4
trẹ	ʈ ɛ 6
tréc	ʈ ɛ k 5
trếch	ʈ e tʃ 5
trệch	ʈ e tʃ 6
trém	ʈ ɛ m 5
trèm	ʈ ɛ m 2
trẹm	ʈ ɛ m 6
trèn	ʈ ɛ n 2
trên	ʈ e n 1
trển	ʈ e n 4
trẽn	ʈ ɛ n 3
treng	ʈ ɛ ŋ 1
trếnh	ʈ e ɲ 5
treo	ʈ eo 1
tréo	ʈ eo 5
trèo	ʈ eo 2
trẽo	ʈ eo 3
trẻo	ʈ eo 4
trẹo	ʈ eo 6
trét	ʈ ɛ t 5
trết	ʈ e t 5
trệt	ʈ e t 6
trẹt	ʈ ɛ t 6
trêu	ʈ ɛu 1
trếu	ʈ ɛu 5
trệu	ʈ ɛu 6
tri	ʈ i 1
trí	ʈ i 5
trì	ʈ i 2
trĩ	ʈ i 3
trị	ʈ i 6
tría	ʈ iə 5
trỉa	ʈ iə 4
trịa	ʈ iə 6
trích	ʈ i tʃ 5
trịch	ʈ i tʃ 6
triến	ʈ iə n 5
triền	ʈ iə n 2
triễn	ʈ iə n 3
triển	ʈ iə n 4
triện	ʈ iə n 6
triêng	ʈ iə ŋ 1
triềng	ʈ iə ŋ 2
triệng	ʈ iə ŋ 6
triết	ʈ iə t 5
triệt	ʈ iə t 6
triều	ʈ iə w 2
triểu	ʈ iə w 4
triệu	ʈ iə w 6
trinh	ʈ i ɲ 1
trình	ʈ i ɲ 2
trĩnh	ʈ i ɲ 3
trỉnh	ʈ i ɲ 4
trịnh	ʈ i ɲ 6
tríp	ʈ i p 5
trít	ʈ i t 5
trịt	ʈ i t 6
tríu	ʈ i w 5
trìu	ʈ i w 2
trĩu	ʈ i w 3
tro	ʈ ɔ 1
trò	ʈ ɔ 2
trô	ʈ o 1
trố	ʈ o 5
trồ	ʈ o 2
trỗ	ʈ o 3
trổ	ʈ o 4
trộ	ʈ o 6
trõ	ʈ ɔ 3
trỏ	ʈ ɔ 4
trọ	ʈ ɔ 6
trơ	ʈ ɤ 1
trớ	ʈ ɤ 5
trờ	ʈ ɤ 2
trở	ʈ ɤ 4
trợ	ʈ ɤ 6
tróc	ʈ ɔ k͡p 5
trốc	ʈ o k͡p 5
trộc	ʈ o k͡p 6
trọc	ʈ ɔ k͡p 6
troi	ʈ ɔ j 1
trói	ʈ ɔ j 5
tròi	ʈ ɔ j 2
trôi	ʈ o j 1
trối	ʈ o j 5
trồi	ʈ o j 2
trỗi	ʈ o j 3
trổi	ʈ o j 4
trội	ʈ o j 6
trỏi	ʈ ɔ j 4
trọi	ʈ ɔ j 6
trơi	ʈ ɤ j 1
trới	ʈ ɤ j 5
trời	ʈ ɤ j 2
tróm	ʈ ɔ m 5
tròm	ʈ ɔ m 2
trôm	ʈ o m 1
trộm	ʈ o m 6
trõm	ʈ ɔ m 3
tron	ʈ ɔ n 1
tròn	ʈ ɔ n 2
trôn	ʈ o n 1
trốn	ʈ o n 5
trộn	ʈ o n 6
trõn	ʈ ɔ n 3
trọn	ʈ ɔ n 6
trơn	ʈ ɤ n 1
trớn	ʈ ɤ n 5
trờn	ʈ ɤ n 2
trợn	ʈ ɤ n 6
trong	ʈ ɔ ŋ͡m 1
tróng	ʈ ɔ ŋ͡m 5
tròng	ʈ ɔ ŋ͡m 2
trông	ʈ o ŋ͡m 1
trống	ʈ o ŋ͡m 5
trồng	ʈ o ŋ͡m 2
trổng	ʈ o ŋ͡m 4
trộng	ʈ o ŋ͡m 6
trỏng	ʈ ɔ ŋ͡m 4
trọng	ʈ ɔ ŋ͡m 6
trớp	ʈ ɤ p 5
trót	ʈ ɔ t 5
trốt	ʈ o t 5
trọt	ʈ ɔ t 6
trớt	ʈ ɤ t 5
trợt	ʈ ɤ t 6
tru	ʈ u 1
trú	ʈ u 5
trù	ʈ u 2
trủ	ʈ u 4
trụ	ʈ u 6
trư	ʈ ɯ 1
trứ	ʈ ɯ 5
trừ	ʈ ɯ 2
trữ	ʈ ɯ 3
trụa	ʈ uə 6
trưa	ʈ ɯə 1
truân	ʈw ʷɤ̆ n 1
truất	ʈw ʷɤ̆ t 5
truật	ʈw ʷɤ̆ t 6
trúc	ʈ u k͡p 5
trục	ʈ u k͡p 6
trực	ʈ ɯ k 6
truệ	ʈw ʷe 6
trui	ʈ u j 1
trùi	ʈ u j 2
trũi	ʈ u j 3
trụi	ʈ u j 6
trúm	ʈ u m 5
trùm	ʈ u m 2
trụm	ʈ u m 6
trun	ʈ u n 1
trùn	ʈ u n 2
trụn	ʈ u n 6
trung	ʈ u ŋ͡m 1
trúng	ʈ u ŋ͡m 5
trùng	ʈ u ŋ͡m 2
trũng	ʈ u ŋ͡m 3
trủng	ʈ u ŋ͡m 4
trụng	ʈ u ŋ͡m 6
trưng	ʈ ɯ ŋ 1
trứng	ʈ ɯ ŋ 5
trừng	ʈ ɯ ŋ 2
trửng	ʈ ɯ ŋ 4
trước	ʈ ɯə k 5
truồi	ʈ uə j 2
trườn	ʈ ɯə n 2
truông	ʈ uə ŋ 1
truồng	ʈ uə ŋ 2
trương	ʈ ɯə ŋ 1
trướng	ʈ ɯə ŋ 5
trường	ʈ ɯə ŋ 2
trưỡng	ʈ ɯə ŋ 3
trưởng	ʈ ɯə ŋ 4
trượng	ʈ ɯə ŋ 6
truột	ʈ uə t 6
trượt	ʈ ɯə t 6
trụp	ʈ u p 6
trút	ʈ u t 5
trụt	ʈ u t 6
trừu	ʈ ɯ w 2
truy	ʈw ʷi 1
trụy	ʈ u j 6
truyền	ʈw ʷiə n 2
truyện	ʈw ʷiə n 6
tu	t u 1
tú	t u 5
tù	t u 2
tủ	t u 4
tụ	t u 6
tư	t ɯ 1
tứ	t ɯ 5
từ	t ɯ 2
tử	t ɯ 4
tự	t ɯ 6
tua	t uə 1
túa	t uə 5
tùa	t uə 2
tủa	t uə 4
tưa	t ɯə 1
tứa	t ɯə 5
từa	t ɯə 2
tửa	t ɯə 4
tựa	t ɯə 6
tuân	tw ʷɤ̆ n 1
tuấn	tw ʷɤ̆ n 5
tuần	tw ʷɤ̆ n 2
tuẫn	tw ʷɤ̆ n 3
tuất	tw ʷɤ̆ t 5
túc	t u k͡p 5
tục	t u k͡p 6
tức	t ɯ k 5
tuế	tw ʷe 5
tuệ	tw ʷe 6
tuếch	tw ʷe tʃ 5
tuệch	tw ʷe tʃ 6
tuềnh	tw ʷe ɲ 2
tui	t u j 1
túi	t u j 5
tủi	t u j 4
tụi	t u j 6
tum	t u m 1
túm	t u m 5
tùm	t u m 2
tũm	t u m 3
tủm	t u m 4
tụm	t u m 6
tũn	t u n 3
tủn	t u n 4
tung	t u ŋ͡m 1
túng	t u ŋ͡m 5
tùng	t u ŋ͡m 2
tụng	t u ŋ͡m 6
tưng	t ɯ ŋ 1
từng	t ɯ ŋ 2
tửng	t ɯ ŋ 4
tuốc	t uə k 5
tuộc	t uə k 6
tước	t ɯə k 5
tược	t ɯə k 6
tuôi	t uə j 1
tuồi	t uə j 2
tuổi	t uə j 4
tươi	t ɯə j 1
tưới	t ɯə j 5
tưởi	t ɯə j 4
tươm	t ɯə m 1
tườm	t ɯə m 2
tuôn	t uə n 1
tuốn	t uə n 5
tuồn	t uə n 2
tướn	t ɯə n 5
tuông	t uə ŋ 1
tuồng	t uə ŋ 2
tương	t ɯə ŋ 1
tướng	t ɯə ŋ 5
tường	t ɯə ŋ 2
tưởng	t ɯə ŋ 4
tượng	t ɯə ŋ 6
tướp	t ɯə p 5
tượp	t ɯə p 6
tuốt	t uə t 5
tuột	t uə t 6
tướt	t ɯə t 5
tượt	t ɯə t 6
tườu	t ɯə w 2
túp	t u p 5
tút	t u t 5
tụt	t u t 6
tửu	t ɯ w 4
tựu	t ɯ w 6
tuy	tw ʷi 1
túy	t u j 5
tùy	t u j 2
tủy	t u j 4
tụy	t u j 6
tuya	tw ʷiə 1
tuyên	tw ʷiə n 1
tuyến	tw ʷiə n 5
tuyền	tw ʷiə n 2
tuyển	tw ʷiə n 4
tuyết	tw ʷiə t 5
tuyệt	tw ʷiə t 6
tuyn	tw ʷi n 1
tuýp	tw ʷi p 5
tuýt	tw ʷi t 5
ty	t i 1
tý	t i 5
tỳ	t i 2
tỷ	t i 4
tỵ	t i 6
u	u 1
ú	u 5
ù	u 2
ủ	u 4
ụ	u 6
ư	ɯ 1
ứ	ɯ 5
ừ	ɯ 2
ua	uə 1
úa	uə 5
ùa	uə 2
ủa	uə 4
ụa	uə 6
ưa	ɯə 1
ứa	ɯə 5
ựa	ɯə 6
uẩn	w ʷɤ̆ n 4
uất	w ʷɤ̆ t 5
uẩy	w ɤ̆ j 4
úc	u k͡p 5
ục	u k͡p 6
ức	ɯ k 5
ực	ɯ k 6
uê	w ʷe 1
uế	w ʷe 5
uể	w ʷe 4
ui	u j 1
úi	u j 5
ủi	u j 4
ưi	ɯ j 1
um	u m 1
úm	u m 5
ùm	u m 2
un	u n 1
ún	u n 5
ùn	u n 2
ủn	u n 4
ụn	u n 6
ung	u ŋ͡m 1
úng	u ŋ͡m 5
ùng	u ŋ͡m 2
ủng	u ŋ͡m 4
ưng	ɯ ŋ 1
ứng	ɯ ŋ 5
ừng	ɯ ŋ 2
ửng	ɯ ŋ 4
uơ	uə 1
ươ	ɯə 1
ước	ɯə k 5
uôi	uə j 1
ươi	ɯə j 1
uôm	uə m 1
ươm	ɯə m 1
ướm	ɯə m 5
uôn	uə n 1
uốn	uə n 5
ươn	ɯə n 1
ướn	ɯə n 5
ườn	ɯə n 2
ưỡn	ɯə n 3
uông	uə ŋ 1
uống	uə ŋ 5
uổng	uə ŋ 4
ương	ɯə ŋ 1
ướp	ɯə p 5
uốt	uə t 5
uột	uə t 6
ướt	ɯə t 5
ươu	ɯə w 1
úp	u p 5
ụp	u p 6
út	u t 5
ụt	u t 6
ưu	ɯ w 1
uy	w ʷi 1
úy	u j 5
ủy	u j 4
uỷ	u j 4
uỵch	w ʷi tʃ 6
uyên	w ʷiə n 1
uyển	w ʷiə n 4
uyn	w ʷi n 1
uỳnh	w ʷi ɲ 2
va	v a 1
vá	v a 5
và	v a 2
vã	v a 3
vả	v a 4
vạ	v a 6
vác	v a k 5
vắc	v ă k 5
vặc	v ă k 6
vạc	v a k 6
vách	v a tʃ 5
vạch	v a tʃ 6
vai	v a j 1
vái	v a j 5
vài	v a j 2
vãi	v a j 3
vải	v a j 4
vại	v a j 6
vàm	v a m 2
vằm	v ă m 2
vâm	v ɤ̆ m 1
vầm	v ɤ̆ m 2
vậm	v ɤ̆ m 6
vạm	v a m 6
van	v a n 1
ván	v a n 5
vàn	v a n 2
văn	v ă n 1
vắn	v ă n 5
vằn	v ă n 2
vặn	v ă n 6
vân	v ɤ̆ n 1
vấn	v ɤ̆ n 5
vần	v ɤ̆ n 2
vẫn	v ɤ̆ n 3
vẩn	v ɤ̆ n 4
vận	v ɤ̆ n 6
vãn	v a n 3
vạn	v a n 6
vang	v a ŋ 1
váng	v a ŋ 5
vàng	v a ŋ 2
văng	v ă ŋ 1
vắng	v ă ŋ 5
vằng	v ă ŋ 2
vẳng	v ă ŋ 4
vâng	v ɤ̆ ŋ 1
vầng	v ɤ̆ ŋ 2
vãng	v a ŋ 3
vảng	v a ŋ 4
vạng	v a ŋ 6
vanh	v ɛ ɲ 1
vánh	v ɛ ɲ 5
vành	v ɛ ɲ 2
vãnh	v ɛ ɲ 3
vảnh	v ɛ ɲ 4
vạnh	v ɛ ɲ 6
vao	v a w 1
váo	v a w 5
vào	v a w 2
váp	v a p 5
vắp	v ă p 5
vấp	v ɤ̆ p 5
vập	v ɤ̆ p 6
vạp	v a p 6
vát	v a t 5
vắt	v ă t 5
vặt	v ă t 6
vất	v ɤ̆ t 5
vật	v ɤ̆ t 6
vạt	v a t 6
vàu	v ă w 2
vấu	v ɤ̆ w 5
vầu	v ɤ̆ w 2
vẩu	v ɤ̆ w 4
vay	v ă j 1
váy	v ă j 5
vày	v ă j 2
vây	v ɤ̆ j 1
vấy	v ɤ̆ j 5
vầy	v ɤ̆ j 2
vẫy	v ɤ̆ j 3
vẩy	v ɤ̆ j 4
vậy	v ɤ̆ j 6
vảy	v ă j 4
vạy	v ă j 6
ve	v ɛ 1
vé	v ɛ 5
vè	v ɛ 2
vê	v e 1
vế	v e 5
về	v e 2
vệ	v e 6
vẽ	v ɛ 3
vẻ	v ɛ 4
véc	v ɛ k 5
vẹc	v ɛ k 6
vếch	v e tʃ 5
vẹm	v ɛ m 6
ven	v ɛ n 1
vén	v ɛ n 5
vên	v e n 1
vền	v e n 2
vện	v e n 6
vẻn	v ɛ n 4
vẹn	v ɛ n 6
vênh	v e ɲ 1
vểnh	v e ɲ 4
veo	v eo 1
véo	v eo 5
vèo	v eo 2
vẻo	v eo 4
vẹo	v eo 6
vép	v ɛ p 5
vét	v ɛ t 5
vết	v e t 5
vệt	v e t 6
vẹt	v ɛ t 6
vêu	v ɛu 1
vếu	v ɛu 5
vều	v ɛu 2
vi	v i 1
ví	v i 5
vì	v i 2
vĩ	v i 3
vỉ	v i 4
vị	v i 6
via	v iə 1
vía	v iə 5
vỉa	v iə 4
vích	v i tʃ 5
việc	v iə k 6
viêm	v iə m 1
viên	v iə n 1
viền	v iə n 2
viễn	v iə n 3
viển	v iə n 4
viện	v iə n 6
viếng	v iə ŋ 5
viễng	v iə ŋ 3
viết	v iə t 5
việt	v iə t 6
vim	v i m 1
vịm	v i m 6
vin	v i n 1
vịn	v i n 6
vinh	v i ɲ 1
vính	v i ɲ 5
vĩnh	v i ɲ 3
vịnh	v i ɲ 6
víp	v i p 5
vít	v i t 5
vịt	v i t 6
víu	v i w 5
vo	v ɔ 1
vó	v ɔ 5
vò	v ɔ 2
vô	v o 1
vố	v o 5
vồ	v o 2
vỗ	v o 3
vổ	v o 4
võ	v ɔ 3
vỏ	v ɔ 4
vọ	v ɔ 6
vơ	v ɤ 1
vớ	v ɤ 5
vờ	v ɤ 2
vỡ	v ɤ 3
vở	v ɤ 4
vợ	v ɤ 6
voan	vw ʷa n 1
vóc	v ɔ k͡p 5
vốc	v o k͡p 5
vộc	v o k͡p 6
vọc	v ɔ k͡p 6
voi	v ɔ j 1
vói	v ɔ j 5
vòi	v ɔ j 2
vôi	v o j 1
vối	v o j 5
vồi	v o j 2
vội	v o j 6
vọi	v ɔ j 6
vơi	v ɤ j 1
với	v ɤ j 5
vời	v ɤ j 2
vợi	v ɤ j 6
vom	v ɔ m 1
vòm	v ɔ m 2
von	v ɔ n 1
vón	v ɔ n 5
vòn	v ɔ n 2
vôn	v o n 1
vốn	v o n 5
vồn	v o n 2
vỏn	v ɔ n 4
vơn	v ɤ n 1
vờn	v ɤ n 2
vởn	v ɤ n 4
vong	v ɔ ŋ͡m 1
vóng	v ɔ ŋ͡m 5
vòng	v ɔ ŋ͡m 2
vông	v o ŋ͡m 1
vống	v o ŋ͡m 5
vồng	v o ŋ͡m 2
vổng	v o ŋ͡m 4
võng	v ɔ ŋ͡m 3
vỏng	v ɔ ŋ͡m 4
vọng	v ɔ ŋ͡m 6
vọp	v ɔ p 6
vót	v ɔ t 5
vốt	v o t 5
vọt	v ɔ t 6
vớt	v ɤ t 5
vợt	v ɤ t 6
vu	v u 1
vú	v u 5
vù	v u 2
vũ	v u 3
vụ	v u 6
vừ	v ɯ 2
vua	v uə 1
vùa	v uə 2
vừa	v ɯə 2
vữa	v ɯə 3
vựa	v ɯə 6
vúc	v u k͡p 5
vức	v ɯ k 5
vực	v ɯ k 6
vui	v u j 1
vùi	v u j 2
vũm	v u m 3
vun	v u n 1
vùn	v u n 2
vủn	v u n 4
vụn	v u n 6
vung	v u ŋ͡m 1
vùng	v u ŋ͡m 2
vũng	v u ŋ͡m 3
vụng	v u ŋ͡m 6
vưng	v ɯ ŋ 1
vừng	v ɯ ŋ 2
vững	v ɯ ŋ 3
vửng	v ɯ ŋ 4
vựng	v ɯ ŋ 6
vược	v ɯə k 6
vươn	v ɯə n 1
vườn	v ɯə n 2
vượn	v ɯə n 6
vuông	v uə ŋ 1
vương	v ɯə ŋ 1
vướng	v ɯə ŋ 5
vưởng	v ɯə ŋ 4
vượng	v ɯə ŋ 6
vuốt	v uə t 5
vuột	v uə t 6
vượt	v ɯə t 6
vút	v u t 5
vụt	v u t 6
vứt	v ɯ t 5
vưu	v ɯ w 1
vy	v i 1
vỹ	v i 3
xa	s a 1
xá	s a 5
xà	s a 2
xã	s a 3
xả	s a 4
xạ	s a 6
xác	s a k 5
xắc	s ă k 5
xấc	s ɤ̆ k 5
xạc	s a k 6
xách	s a tʃ 5
xạch	s a tʃ 6
xai	s a j 1
xái	s a j 5
xài	s a j 2
xải	s a j 4
xại	s a j 6
xam	s a m 1
xám	s a m 5
xàm	s a m 2
xăm	s ă m 1
xắm	s ă m 5
xâm	s ɤ̆ m 1
xầm	s ɤ̆ m 2
xẩm	s ɤ̆ m 4
xậm	s ɤ̆ m 6
xảm	s a m 4
xạm	s a m 6
xan	s a n 1
xán	s a n 5
xăn	s ă n 1
xắn	s ă n 5
xân	s ɤ̆ n 1
xẩn	s ɤ̆ n 4
xang	s a ŋ 1
xáng	s a ŋ 5
xàng	s a ŋ 2
xăng	s ă ŋ 1
xắng	s ă ŋ 5
xằng	s ă ŋ 2
xẵng	s ă ŋ 3
xảng	s a ŋ 4
xanh	s ɛ ɲ 1
xành	s ɛ ɲ 2
xảnh	s ɛ ɲ 4
xao	s a w 1
xáo	s a w 5
xào	s a w 2
xảo	s a w 4
xạo	s a w 6
xáp	s a p 5
xắp	s ă p 5
xấp	s ɤ̆ p 5
xập	s ɤ̆ p 6
xạp	s a p 6
xát	s a t 5
xắt	s ă t 5
xạt	s a t 6
xáu	s ă w 5
xàu	s ă w 2
xâu	s ɤ̆ w 1
xấu	s ɤ̆ w 5
xầu	s ɤ̆ w 2
xẩu	s ɤ̆ w 4
xảu	s ă w 4
xạu	s ă w 6
xay	s ă j 1
xáy	s ă j 5
xây	s ɤ̆ j 1
xẩy	s ɤ̆ j 4
xảy	s ă j 4
xe	s ɛ 1
xé	s ɛ 5
xè	s ɛ 2
xê	s e 1
xế	s e 5
xề	s e 2
xể	s e 4
xệ	s e 6
xẻ	s ɛ 4
xẹ	s ɛ 6
xéc	s ɛ k 5
xẹc	s ɛ k 6
xếch	s e tʃ 5
xệch	s e tʃ 6
xem	s ɛ m 1
xém	s ɛ m 5
xềm	s e m 2
xen	s ɛ n 1
xén	s ɛ n 5
xèn	s ɛ n 2
xên	s e n 1
xẻn	s ɛ n 4
xèng	s ɛ ŋ 2
xẻng	s ɛ ŋ 4
xênh	s e ɲ 1
xềnh	s e ɲ 2
xểnh	s e ɲ 4
xeo	s eo 1
xéo	s eo 5
xèo	s eo 2
xẽo	s eo 3
xẻo	s eo 4
xẹo	s eo 6
xép	s ɛ p 5
xếp	s e p 5
xệp	s e p 6
xẹp	s ɛ p 6
xét	s ɛ t 5
xệt	s e t 6
xẹt	s ɛ t 6
xêu	s ɛu 1
xều	s ɛu 2
xệu	s ɛu 6
xi	s i 1
xí	s i 5
xì	s i 2
xỉ	s i 4
xị	s i 6
xia	s iə 1
xía	s iə 5
xìa	s iə 2
xỉa	s iə 4
xích	s i tʃ 5
xịch	s i tʃ 6
xiếc	s iə k 5
xiêm	s iə m 1
xiểm	s iə m 4
xiên	s iə n 1
xiêng	s iə ŋ 1
xiềng	s iə ŋ 2
xiểng	s iə ŋ 4
xiết	s iə t 5
xiêu	s iə w 1
xim	s i m 1
xin	s i n 1
xín	s i n 5
xìn	s i n 2
